detail_id,favorite_food,feeding_frequency,aggressive
5009,Dark-winged trumpeter,Monthly,0
5010,Red-breasted nuthatch,Monthly,0
5011,"Possum, ring-tailed",Seldom,1
5012,Mandras tree shrew,Never,1
5013,"Baboon, chacma",Yearly,1
5014,"Jackal, silver-backed",Seldom,0
5015,California sea lion,Often,0
5016,Red-knobbed coot,Once,0
5017,Rainbow lory,Once,1
5018,"Tenrec, tailless",Monthly,0
5019,Galapagos mockingbird,Daily,1
5020,Black-tailed prairie dog,Daily,0
5021,Gambel's quail,Daily,0
5022,Flying fox (unidentified),Daily,1
5023,"Caracara, yellow-headed",Once,1
5024,Water moccasin,Monthly,1
5025,Galapagos dove,Often,1
5026,Northern elephant seal,Yearly,1
5027,Water legaan,Seldom,0
5028,"Tortoise, galapagos",Never,0
5029,"Jackrabbit, white-tailed",Daily,0
5030,"Booby, masked",Often,0
5031,White-faced whistling duck,Never,1
5032,"Grouse, sage",Yearly,1
5033,Canadian river otter,Weekly,0
5034,Black-backed jackal,Seldom,1
5035,Chilean flamingo,Monthly,1
5036,Chameleon (unidentified),Often,0
5037,"Badger, honey",Once,1
5038,Lesser double-collared sunbird,Monthly,1
5039,"Waxbill, blue",Once,0
5040,"Skimmer, four-spotted",Never,0
5041,Little brown dove,Never,0
5042,"Legaan, Monitor (unidentified)",Daily,0
5043,Canada goose,Seldom,1
5044,Euro wallaby,Daily,1
5045,Koala,Monthly,0
5046,Common seal,Never,1
5047,"Hyena, striped",Seldom,0
5048,Sloth bear,Monthly,1
5049,"Magpie, black-backed",Never,1
5050,White-browed owl,Monthly,1
5051,Chameleon (unidentified),Seldom,1
5052,"Turtle, long-necked",Yearly,0
5053,Canadian tiger swallowtail butterfly,Seldom,1
5054,"Vulture, lappet-faced",Often,0
5055,Southern right whale,Monthly,0
5056,Margay,Monthly,1
5057,Kelp gull,Seldom,0
5058,Western pygmy possum,Weekly,0
5059,"Cliffchat, mocking",Monthly,0
5060,Tawny eagle,Never,0
5061,Hanuman langur,Once,1
5062,Snowy sheathbill,Weekly,1
5063,American badger,Yearly,1
5064,"Hornbill, red-billed",Weekly,0
5065,"Badger, honey",Monthly,1
5066,Paddy heron (unidentified),Seldom,0
5067,"Skunk, western spotted",Never,1
5068,"Bear, american black",Monthly,1
5069,"Godwit, hudsonian",Never,0
5070,"Macaw, blue and yellow",Seldom,1
5071,"Bear, sloth",Monthly,0
5072,"Waterbuck, common",Never,0
5073,Ground monitor (unidentified),Monthly,1
5074,Asian 0 vampire bat,Daily,0
5075,"Weaver, sociable",Never,1
5076,Red-capped cardinal,Often,0
5077,European badger,Yearly,1
5078,"Heron, green-backed",Yearly,0
5079,Worm snake (unidentified),Weekly,0
5080,"Squirrel, smith's bush",Daily,0
5081,Australian pelican,Once,1
5082,Silver-backed jackal,Monthly,0
5083,Crested screamer,Once,1
5084,Green-backed heron,Yearly,0
5085,Four-spotted skimmer,Monthly,1
5086,"Blackbird, red-winged",Daily,1
5087,Mountain lion,Often,0
5088,"Heron, green-backed",Once,0
5089,"Possum, golden brush-tailed",Often,0
5090,Spotted-tailed quoll,Once,1
5091,"Magpie, black-backed",Daily,0
5092,House sparrow,Yearly,1
5093,"Antelope, roan",Once,0
5094,Carpet python,Seldom,1
5095,"Porcupine, african",Seldom,1
5096,Tammar wallaby,Yearly,1
5097,White-necked stork,Seldom,0
5098,Black-faced kangaroo,Yearly,1
5099,Brown pelican,Often,1
5100,Coyote,Never,0
5101,Grison,Often,1
5102,"Coot, red-knobbed",Daily,1
5103,"Dove, laughing",Once,0
5104,Golden-mantled ground squirrel,Once,0
5105,Northern fur seal,Often,1
5106,Openbill stork,Weekly,1
5107,Blue-tongued lizard,Yearly,0
5108,Springbok,Seldom,0
5109,Greylag goose,Never,0
5110,"Cormorant, little",Often,1
5111,"Baboon, yellow",Monthly,1
5112,"Iguana, marine",Seldom,0
5113,Eastern fox squirrel,Once,1
5114,"Falcon, peregrine",Once,0
5115,Bushpig,Weekly,0
5116,"Puma, south american",Seldom,0
5117,Onager,Seldom,1
5118,"Beaver, european",Once,1
5119,Magistrate black colobus,Once,0
5120,Pied avocet,Yearly,0
5121,"Tenrec, tailless",Monthly,1
5122,Great cormorant,Often,1
5123,Gray duiker,Never,0
5124,Asiatic wild ass,Daily,0
5125,Brown antechinus,Weekly,1
5126,"Kangaroo, black-faced",Never,0
5127,"Baboon, olive",Yearly,0
5128,"Turtle, snake-necked",Seldom,1
5129,African skink,Never,0
5130,"Racer, blue",Weekly,0
5131,Indian mynah,Monthly,0
5132,Common wolf,Weekly,1
5133,"Lemur, lesser mouse",Once,0
5134,Stone sheep,Seldom,1
5135,"Swan, trumpeter",Once,1
5136,White stork,Never,0
5137,"Bushbaby, large-eared",Never,0
5138,African buffalo,Never,0
5139,Canada goose,Seldom,1
5140,Dusky gull,Seldom,0
5141,"Gnu, brindled",Once,0
5142,Southern tamandua,Seldom,1
5143,Caracal,Often,0
5144,"Ferret, black-footed",Once,1
5145,Neotropic cormorant,Never,0
5146,Peregrine falcon,Daily,0
5147,Two-toed tree sloth,Daily,1
5148,Bat-eared fox,Often,0
5149,Meerkat,Often,1
5150,"Ibis, glossy",Often,0
5151,American bighorn sheep,Monthly,1
5152,Roan antelope,Weekly,0
5153,"Wapiti, elk,",Monthly,0
5154,"Trotter, lily",Often,0
5155,Crested barbet,Yearly,0
5156,Elegant crested tinamou,Never,0
5157,"Rhinoceros, square-lipped",Monthly,1
5158,Crowned hawk-eagle,Once,0
5159,"Vulture, black",Once,1
5160,"Cow, scottish highland",Weekly,1
5161,White-faced whistling duck,Weekly,1
5162,"Flamingo, lesser",Weekly,1
5163,Red lava crab,Daily,0
5164,Pied butcher bird,Monthly,1
5165,"Sloth, pale-throated three-toed",Once,1
5166,American buffalo,Daily,1
5167,Frilled lizard,Never,0
5168,"Caiman, spectacled",Daily,0
5169,Blue and yellow macaw,Weekly,0
5170,Ring-tailed coatimundi,Seldom,0
5171,Arctic hare,Once,0
5172,Black kite,Seldom,1
5173,Blue fox,Often,0
5174,"Mongoose, eastern dwarf",Seldom,0
5175,Coyote,Once,1
5176,Black-capped capuchin,Often,1
5177,"Fox, arctic",Monthly,0
5178,"Butterfly, canadian tiger swallowtail",Never,1
5179,Southern elephant seal,Once,1
5180,"Heron, yellow-crowned night",Often,1
5181,"Squirrel, thirteen-lined",Yearly,0
5182,"Dove, rock",Often,1
5183,"Cat, miner's",Never,1
5184,Black vulture,Weekly,1
5185,"Dragon, asian water",Never,1
5186,"Stork, yellow-billed",Often,1
5187,Brown brocket,Once,1
5188,Wild turkey,Daily,1
5189,"Badger, american",Yearly,0
5190,"Squirrel, red",Often,1
5191,Mouflon,Seldom,1
5192,Coqui francolin,Yearly,1
5193,Golden brush-tailed possum,Monthly,1
5194,"Dove, ring",Daily,1
5195,"Sandpiper, spotted wood",Often,1
5196,"Ringtail, common",Once,0
5197,Four-horned antelope,Often,0
5198,Cape clawless otter,Weekly,1
5199,Burrowing owl,Monthly,1
5200,American bison,Once,0
5201,"Avocet, pied",Monthly,1
5202,"Jackrabbit, white-tailed",Once,0
5203,"Hornbill, leadbeateri's ground",Never,1
5204,Glossy ibis,Once,1
5205,"Waterbuck, common",Seldom,1
5206,Pacific gull,Often,1
5207,Woylie,Never,1
5208,Manatee,Seldom,1
5209,"Crake, african black",Weekly,1
5210,"Otter, small-clawed",Once,1
5211,Jungle kangaroo,Seldom,1
5212,"Sloth, hoffman's",Daily,0
5213,"Hare, arctic",Seldom,1
5214,"Crow, american",Weekly,1
5215,"Tortoise, desert",Weekly,0
5216,"Heron, boat-billed",Never,0
5217,"Weaver, white-browed sparrow",Yearly,0
5218,Common dolphin,Monthly,1
5219,"Legaan, water",Weekly,0
5220,Savannah deer,Never,0
5221,"Flamingo, greater",Yearly,0
5222,"Nutcracker, clark's",Often,0
5223,Long-finned pilot whale,Never,0
5224,"Cockatoo, sulfur-crested",Daily,1
5225,Meerkat,Never,1
5226,Great egret,Monthly,0
5227,Antelope ground squirrel,Often,0
5228,White-tailed deer,Once,1
5229,White-nosed coatimundi,Once,0
5230,"Flamingo, greater",Daily,0
5231,Thomson's gazelle,Never,0
5232,Southern right whale,Monthly,1
5233,Sandhill crane,Daily,0
5234,Native cat,Once,0
5235,Blue crane,Weekly,1
5236,Agile wallaby,Daily,1
5237,Oribi,Often,1
5238,Western lowland gorilla,Often,0
5239,"Jackal, asiatic",Daily,0
5240,Red-billed hornbill,Monthly,1
5241,"Cockatoo, slender-billed",Seldom,1
5242,Spotted wood sandpiper,Daily,0
5243,American alligator,Seldom,1
5244,"Skimmer, four-spotted",Often,1
5245,"Sparrow, rufous-collared",Weekly,1
5246,"Beaver, american",Often,1
5247,"Shrew, mandras tree",Daily,1
5248,"Pademelon, red-legged",Yearly,1
5249,"Lizard, giant girdled",Yearly,1
5250,"Caiman, spectacled",Weekly,0
5251,"Kangaroo, jungle",Monthly,0
5252,"Bird, black-throated butcher",Seldom,0
5253,"Beaver, eurasian",Never,1
5254,"Booby, masked",Weekly,0
5255,Fringe-eared oryx,Often,1
5256,Cobra (unidentified),Once,0
5257,Common green iguana,Never,0
5258,"Butterfly, canadian tiger swallowtail",Yearly,0
5259,White-faced whistling duck,Never,0
5260,House sparrow,Seldom,0
5261,"Otter, brazilian",Seldom,0
5262,"Iguana, marine",Daily,0
5263,"Colobus, white-mantled",Once,1
5264,White-mantled colobus,Weekly,1
5265,Sambar,Once,1
5266,"Drongo, fork-tailed",Often,0
5267,Caracara (unidentified),Yearly,1
5268,Saddle-billed stork,Weekly,1
5269,"Lemming, collared",Weekly,1
5270,Grey lourie,Monthly,1
5271,Violet-crested turaco,Weekly,1
5272,"Squirrel, pine",Daily,0
5273,"Bird, secretary",Weekly,0
5274,White-lipped peccary,Once,0
5275,"Quoll, eastern",Seldom,1
5276,Southern lapwing,Once,0
5277,Wolf spider,Often,0
5278,White-browed sparrow weaver,Yearly,0
5279,Snowy sheathbill,Often,1
5280,Richardson's ground squirrel,Often,0
5281,Silver-backed jackal,Yearly,1
5282,Black-backed magpie,Daily,1
5283,"Gull, southern black-backed",Once,1
5284,African pied wagtail,Never,1
5285,"Dove, white-winged",Weekly,0
5286,Civet (unidentified),Never,0
5287,"Admiral, indian red",Daily,1
5288,Red howler monkey,Monthly,0
5289,Hoary marmot,Daily,1
5290,Numbat,Often,0
5291,Western palm tanager (unidentified),Seldom,0
5292,Banded mongoose,Once,0
5293,"Vulture, egyptian",Seldom,0
5294,Barasingha deer,Never,0
5295,"Penguin, galapagos",Yearly,1
5296,Impala,Seldom,0
5297,Pygmy possum,Never,1
5298,"Beaver, american",Never,1
5299,"Tarantula, salmon pink bird eater",Never,0
5300,"Bushbaby, large-eared",Often,0
5301,"Booby, blue-footed",Never,1
5302,"Badger, eurasian",Yearly,1
5303,Red-tailed wambenger,Monthly,0
5304,"Starling, superb",Seldom,0
5305,Brush-tailed phascogale,Never,1
5306,"Godwit, hudsonian",Often,0
5307,"Rhea, greater",Once,0
5308,"Starfish, crown of thorns",Often,0
5309,Four-spotted skimmer,Seldom,0
5310,"Robin, kalahari scrub",Once,1
5311,Dromedary camel,Never,1
5312,"Waterbuck, defassa",Daily,1
5313,"Lion, southern sea",Never,0
5314,"Heron, gray",Seldom,0
5315,South African hedgehog,Often,1
5316,"Dragon, frilled",Often,0
5317,Galapagos mockingbird,Often,1
5318,Common zebra,Once,1
5319,"Crab, sally lightfoot",Often,1
5320,"Sparrow, rufous-collared",Daily,0
5321,"Mynah, common",Daily,0
5322,Yellow-bellied marmot,Often,1
5323,Russian dragonfly,Often,1
5324,Chimpanzee,Often,0
5325,Sun gazer,Yearly,0
5326,Goanna lizard,Once,1
5327,"Godwit, hudsonian",Monthly,1
5328,"Pelican, brown",Never,1
5329,"Booby, blue-faced",Often,1
5330,"Meerkat, red",Often,0
5331,Green-backed heron,Daily,1
5332,"Cormorant, javanese",Never,1
5333,"Iguana, common green",Never,1
5334,Cobra (unidentified),Seldom,1
5335,Collared peccary,Seldom,1
5336,Kalahari scrub robin,Once,0
5337,"Jackrabbit, white-tailed",Monthly,1
5338,Giant armadillo,Seldom,0
5339,"Bat, asian 0 vampire",Seldom,1
5340,"Kangaroo, jungle",Yearly,1
5341,Cobra (unidentified),Yearly,0
5342,"Goose, greylag",Monthly,1
5343,Blue peacock,Monthly,0
5344,"Hen, sage",Often,1
5345,African red-eyed bulbul,Monthly,0
5346,"Mongoose, banded",Once,0
5347,"Bee-eater, white-fronted",Monthly,0
5348,Giant girdled lizard,Never,0
5349,Bahama pintail,Weekly,0
5350,"Tern, white-winged",Never,0
5351,White rhinoceros,Weekly,0
5352,Grey heron,Yearly,0
5353,African skink,Never,0
5354,"Meerkat, red",Daily,1
5355,"Starling, red-shouldered glossy",Once,0
5356,"Egret, cattle",Monthly,0
5357,Red kangaroo,Once,1
5358,Jungle cat,Often,1
5359,Mountain duck,Seldom,0
5360,Grant's gazelle,Seldom,0
5361,"Pelican, great white",Daily,0
5362,Arctic ground squirrel,Weekly,1
5363,Impala,Often,0
5364,"Bulbul, black-eyed",Monthly,0
5365,"Antelope, four-horned",Never,1
5366,"Iguana, common green",Monthly,0
5367,White-winged dove,Daily,0
5368,Black kite,Once,1
5369,Savanna baboon,Once,0
5370,"Heron, gray",Weekly,1
5371,"Crane, sandhill",Weekly,0
5372,Lesser masked weaver,Daily,0
5373,"Meerkat, red",Often,0
5374,"Coatimundi, ring-tailed",Daily,0
5375,Four-striped grass mouse,Daily,1
5376,House crow,Once,1
5377,Reindeer,Often,1
5378,Giant armadillo,Yearly,0
5379,Tawny frogmouth,Often,1
5380,Mountain duck,Monthly,0
5381,Netted rock dragon,Monthly,0
5382,"Tortoise, asian foreset",Often,1
5383,"Cormorant, neotropic",Weekly,1
5384,Galapagos mockingbird,Often,1
5385,Cattle egret,Yearly,0
5386,"Finch, common melba",Once,0
5387,"Kiskadee, great",Weekly,0
5388,Brown pelican,Monthly,0
5389,"Fox, arctic",Seldom,1
5390,"Sloth, two-toed tree",Weekly,1
5391,"Langur, gray",Often,1
5392,Red-cheeked cordon bleu,Daily,0
5393,"Mynah, indian",Never,0
5394,Wood pigeon,Never,1
5395,Striated heron,Never,1
5396,"Openbill, asian",Yearly,1
5397,American alligator,Monthly,0
5398,"Boa, emerald green tree",Often,1
5399,"Tortoise, asian foreset",Daily,1
5400,African pied wagtail,Weekly,1
5401,"Creeper, black-tailed tree",Yearly,0
5402,"Jackrabbit, white-tailed",Yearly,0
5403,Praying mantis (unidentified),Yearly,0
5404,"Trumpeter, green-winged",Monthly,1
5405,"Fox, asian red",Once,0
5406,"Hornbill, red-billed",Monthly,0
5407,Margay,Daily,0
5408,Palm squirrel,Weekly,1
5409,Southern boubou,Seldom,1
5410,"Grenadier, purple",Daily,1
5411,"Eagle, bald",Once,1
5412,Mule deer,Weekly,1
5413,Ant (unidentified),Never,1
5414,"Robin, white-throated",Monthly,1
5415,"Lizard, goanna",Once,1
5416,Blacksmith plover,Yearly,1
5417,Emerald-spotted wood dove,Daily,0
5418,"Sandpiper, spotted wood",Monthly,0
5419,Blue duck,Weekly,0
5420,Sandhill crane,Weekly,1
5421,"Antelope, roan",Daily,0
5422,Green heron,Seldom,0
5423,"Dove, rock",Never,1
5424,Burchell's gonolek,Monthly,0
5425,"Pelican, great white",Monthly,0
5426,"Catfish, blue",Once,1
5427,Chilean flamingo,Seldom,1
5428,Savanna fox,Seldom,1
5429,"Echidna, short-beaked",Seldom,1
5430,"Fox, grey",Monthly,1
5431,Bleeding heart monkey,Often,0
5432,Tayra,Weekly,1
5433,Western lowland gorilla,Seldom,0
5434,Red-necked wallaby,Seldom,1
5435,"Squirrel, eastern fox",Once,0
5436,Toddy cat,Daily,1
5437,"Otter, north american river",Yearly,1
5438,Worm snake (unidentified),Once,0
5439,Feathertail glider,Once,0
5440,"Lion, california sea",Often,0
5441,"Goose, cereopsis",Yearly,1
5442,Amazon parrot (unidentified),Daily,0
5443,"Otter, oriental short-clawed",Daily,0
5444,"Eagle, pallas's fish",Once,1
5445,African polecat,Daily,0
5446,"Lory, rainbow",Seldom,0
5447,"Sloth, hoffman's",Yearly,1
5448,"Squirrel, antelope ground",Monthly,0
5449,"Baboon, savanna",Never,0
5450,"Wallaby, bennett's",Weekly,0
5451,Lesser double-collared sunbird,Daily,0
5452,Spur-winged goose,Monthly,1
5453,Cereopsis goose,Yearly,0
5454,Black spider monkey,Seldom,1
5455,"Vulture, king",Once,1
5456,"Weaver, chestnut",Seldom,1
5457,"Heron, giant",Once,0
5458,White-necked raven,Yearly,0
5459,White-throated monitor,Seldom,0
5460,"Squirrel, palm",Daily,0
5461,Grey fox,Monthly,0
5462,Black-footed ferret,Never,1
5463,"Bird, black-throated butcher",Monthly,1
5464,"Goose, canada",Daily,0
5465,"Raccoon, crab-eating",Yearly,0
5466,Purple grenadier,Often,1
5467,Collared peccary,Once,1
5468,"Macaw, green-winged",Seldom,0
5469,Russian dragonfly,Once,0
5470,Black-crowned crane,Weekly,0
5471,"Cat, european wild",Often,1
5472,Neotropic cormorant,Yearly,1
5473,"Duck, comb",Yearly,1
5474,Pallas's fish eagle,Daily,1
5475,"Cormorant, king",Daily,1
5476,Arctic lemming,Yearly,1
5477,Manatee,Seldom,1
5478,"Sunbird, lesser double-collared",Once,1
5479,Springbuck,Seldom,1
5480,"Skua, great",Yearly,0
5481,Southern sea lion,Weekly,0
5482,"Squirrel, smith's bush",Weekly,1
5483,"Barbet, levaillant's",Daily,1
5484,Woodrat (unidentified),Never,0
5485,"Dove, little brown",Yearly,1
5486,Genoveva,Daily,1
5487,"Dragon, western bearded",Daily,0
5488,Eurasian badger,Yearly,1
5489,Netted rock dragon,Yearly,0
5490,Southern black-backed gull,Seldom,1
5491,"Squirrel, golden-mantled ground",Yearly,1
5492,"Eagle, golden",Seldom,1
5493,Mudskipper (unidentified),Once,0
5494,Australian magpie,Never,1
5495,"Kangaroo, brush-tailed rat",Once,1
5496,"Bushbaby, large-eared",Monthly,0
5497,Japanese macaque,Often,0
5498,Thirteen-lined squirrel,Once,1
5499,"Pie, indian tree",Never,0
5500,Common green iguana,Never,0
5501,Comb duck,Daily,0
5502,Blackish oystercatcher,Seldom,0
5503,Southern screamer,Weekly,1
5504,Leopard,Never,1
5505,"Frogmouth, tawny",Often,0
5506,Squirrel glider,Yearly,1
5507,"Otter, north american river",Never,1
5508,White-lipped peccary,Daily,0
5509,Grant's gazelle,Never,1
5510,"Fox, pampa gray",Weekly,0
5511,Agouti,Often,1
5512,Great horned owl,Once,1
5513,"Flamingo, roseat",Daily,0
5514,"Dragon, asian water",Daily,1
5515,Kirk's dik dik,Weekly,0
5516,"Boa, emerald green tree",Never,1
5517,"Possum, pygmy",Daily,1
5518,Black-tailed deer,Monthly,1
5519,Three-banded plover,Weekly,1
5520,Eastern indigo snake,Weekly,0
5521,Oriental short-clawed otter,Seldom,0
5522,Common pheasant,Monthly,0
5523,"Loris, slender",Never,0
5524,"Jackal, golden",Never,1
5525,"Bird, pied butcher",Weekly,0
5526,Brazilian otter,Often,1
5527,Secretary bird,Daily,0
5528,"Buffalo, african",Weekly,0
5529,Striated heron,Never,0
5530,Carpet python,Once,1
5531,Swamp deer,Yearly,0
5532,Eastern grey kangaroo,Never,1
5533,"Iguana, land",Yearly,1
5534,Secretary bird,Once,1
5535,"Bear, american black",Daily,1
5536,Green vine snake,Never,1
5537,"Kangaroo, eastern grey",Daily,0
5538,Frilled lizard,Often,1
5539,Southern sea lion,Monthly,0
5540,"Cat, civet",Often,1
5541,Violet-crested turaco,Yearly,0
5542,Black kite,Seldom,1
5543,"Tortoise, desert",Daily,0
5544,Ostrich,Daily,0
5545,Anaconda (unidentified),Once,1
5546,Great horned owl,Monthly,0
5547,North American river otter,Seldom,0
5548,"Snake, green vine",Never,0
5549,White rhinoceros,Weekly,1
5550,Pale-throated three-toed sloth,Often,1
5551,"Chipmunk, least",Yearly,1
5552,Long-nosed bandicoot,Seldom,0
5553,Snake-necked turtle,Once,1
5554,"Lion, south american sea",Once,1
5555,Long-billed corella,Seldom,0
5556,"Sandpiper, spotted wood",Seldom,0
5557,"Ibis, glossy",Once,0
5558,Yellow-necked spurfowl,Monthly,1
5559,"Bulbul, african red-eyed",Once,1
5560,"Elk, Wapiti",Seldom,0
5561,"Puma, south american",Yearly,0
5562,Striped skunk,Never,1
5563,"Rat, white-faced tree",Often,1
5564,Least chipmunk,Once,1
5565,"Turkey, australian brush",Daily,0
5566,"Oryx, beisa",Monthly,1
5567,"Heron, boat-billed",Seldom,1
5568,"Lorikeet, scaly-breasted",Monthly,1
5569,"Legaan, ground",Daily,0
5570,Common genet,Weekly,0
5571,Green-winged trumpeter,Never,0
5572,Black-tailed tree creeper,Monthly,0
5573,African lion,Never,1
5574,"Vulture, oriental white-backed",Never,0
5575,"Grouse, sage",Seldom,1
5576,"Goldeneye, common",Yearly,0
5577,Common zebra,Yearly,0
5578,"Chickadee, black-capped",Once,1
5579,Kongoni,Yearly,1
5580,Tarantula,Often,1
5581,Vervet monkey,Seldom,1
5582,Collared peccary,Never,0
5583,"Gecko, bent-toed",Daily,1
5584,"Duck, mountain",Monthly,1
5585,Barasingha deer,Seldom,1
5586,"Wallaby, dama",Weekly,1
5587,"Owl, australian masked",Never,0
5588,American black bear,Often,0
5589,"Kangaroo, brush-tailed rat",Monthly,1
5590,Northern fur seal,Often,0
5591,"Bear, grizzly",Once,1
5592,North American river otter,Daily,0
5593,Dusky gull,Never,0
5594,"Tortoise, indian star",Often,1
5595,Gelada baboon,Never,1
5596,"Egret, great",Yearly,0
5597,Southern sea lion,Often,1
5598,Guanaco,Daily,1
5599,"Wallaby, euro",Yearly,0
5600,"Dog, bush",Once,0
5601,"Bird, bare-faced go away",Monthly,1
5602,"Viper, egyptian",Seldom,1
5603,Cougar,Daily,1
5604,European beaver,Weekly,1
5605,Snowy egret,Weekly,0
5606,Least chipmunk,Never,0
5607,Snowy owl,Daily,1
5608,Slender loris,Weekly,0
5609,"Cardinal, red-capped",Often,0
5610,Common zorro,Seldom,0
5611,"Colobus, white-mantled",Seldom,1
5612,Galapagos hawk,Daily,1
5613,Cattle egret,Often,1
5614,American bighorn sheep,Never,1
5615,"Cat, tiger",Daily,1
5616,Praying mantis (unidentified),Weekly,1
5617,"Bison, american",Weekly,0
5618,"Rabbit, eastern cottontail",Once,0
5619,"Ferret, black-footed",Weekly,0
5620,"Macaque, bonnet",Yearly,1
5621,"Owl, snowy",Weekly,0
5622,Coqui francolin,Daily,0
5623,"Starling, greater blue-eared",Yearly,1
5624,Zorilla,Yearly,0
5625,"Mockingbird, galapagos",Seldom,1
5626,"Raven, white-necked",Seldom,0
5627,"Squirrel, thirteen-lined",Weekly,1
5628,"Antechinus, brown",Once,1
5629,"Flamingo, greater",Yearly,1
5630,Mudskipper (unidentified),Often,0
5631,"Egret, snowy",Yearly,1
5632,Common boubou shrike,Yearly,1
5633,Southern brown bandicoot,Often,1
5634,"Lizard, blue-tongued",Monthly,0
5635,"Gazelle, grant's",Seldom,1
5636,California sea lion,Seldom,1
5637,"Zebra, plains",Yearly,0
5638,"Owl, great horned",Once,0
5639,"Plover, three-banded",Seldom,0
5640,"Vulture, egyptian",Monthly,1
5641,"Bird, black-throated butcher",Never,1
5642,"Owl, burrowing",Often,1
5643,Blue-footed booby,Weekly,1
5644,Olive baboon,Never,1
5645,"Bee-eater, white-fronted",Monthly,1
5646,King vulture,Once,1
5647,Western spotted skunk,Often,0
5648,"Falcon, prairie",Weekly,1
5649,Arctic lemming,Seldom,1
5650,Red-headed woodpecker,Daily,1
5651,Aardwolf,Once,1
5652,Great egret,Monthly,1
5653,"Gull, kelp",Monthly,1
5654,Black swan,Weekly,0
5655,"Tortoise, burmese black mountain",Once,1
5656,Malleefowl,Never,1
5657,"Bird, red-billed tropic",Monthly,0
5658,Common duiker,Weekly,1
5659,White-throated robin,Once,1
5660,Yellow baboon,Monthly,0
5661,"Phalarope, grey",Once,1
5662,Gecko (unidentified),Monthly,1
5663,Grey heron,Daily,0
5664,"Tapir, brazilian",Seldom,1
5665,Mississippi alligator,Weekly,1
5666,Zorilla,Daily,1
5667,Red-winged hawk (unidentified),Daily,1
5668,Impala,Yearly,1
5669,"Stork, white",Once,1
5670,Yellow-necked spurfowl,Seldom,0
5671,Steenbok,Once,1
5672,"Crab, sally lightfoot",Daily,1
5673,Neotropic cormorant,Weekly,1
5674,Paddy heron (unidentified),Often,0
5675,Galapagos sea lion,Weekly,1
5676,Fairy penguin,Daily,0
5677,Nubian bee-eater,Yearly,1
5678,Greater adjutant stork,Weekly,0
5679,Long-tailed skua,Seldom,0
5680,Small-spotted genet,Monthly,1
5681,Feathertail glider,Never,1
5682,Black bear,Daily,1
5683,"Vulture, lappet-faced",Once,0
5684,"Mouse, four-striped grass",Weekly,0
5685,"Boa, cook's tree",Daily,0
5686,"Otter, giant",Seldom,1
5687,Blue duck,Seldom,1
5688,"Rhinoceros, square-lipped",Never,1
5689,Burmese black mountain tortoise,Monthly,0
5690,"Stork, jabiru",Once,0
5691,Guanaco,Often,1
5692,Mocking cliffchat,Monthly,1
5693,Kori bustard,Weekly,0
5694,"Hen, sage",Never,1
5695,Arctic hare,Daily,1
5696,Common green iguana,Weekly,0
5697,Oriental white-backed vulture,Yearly,0
5698,Radiated tortoise,Often,0
5699,Cereopsis goose,Monthly,0
5700,Red-necked wallaby,Daily,0
5701,Mouflon,Never,0
5702,Small-spotted genet,Yearly,0
5703,"Waterbuck, common",Seldom,1
5704,Small-toothed palm civet,Daily,0
5705,"Bird, secretary",Never,1
5706,Green vine snake,Daily,1
5707,Suricate,Monthly,0
5708,Common palm civet,Weekly,1
5709,Oriental white-backed vulture,Weekly,0
5710,"Tamandua, southern",Yearly,0
5711,"Zebra, common",Never,0
5712,Dassie,Daily,0
5713,"Whale, killer",Weekly,0
5714,Gulls (unidentified),Once,0
5715,Gaur,Weekly,1
5716,"Mynah, indian",Once,0
5717,"Colobus, magistrate black",Once,1
5718,Harbor seal,Once,1
5719,"Cat, ringtail",Yearly,0
5720,Mocking cliffchat,Once,0
5721,Brush-tailed phascogale,Seldom,0
5722,Stone sheep,Seldom,1
5723,"Baboon, savanna",Often,0
5724,"Bunting, crested",Never,1
5725,"Parakeet, rose-ringed",Yearly,0
5726,Radiated tortoise,Monthly,0
5727,Ring-tailed possum,Once,1
5728,Old world fruit bat (unidentified),Once,0
5729,"Fox, grey",Weekly,0
5730,Black-tailed deer,Monthly,0
5731,"Monster, gila",Seldom,0
5732,Bengal vulture,Seldom,0
5733,Green vine snake,Seldom,0
5734,Crimson-breasted shrike,Seldom,1
5735,Gray rhea,Weekly,1
5736,White-winged tern,Yearly,0
5737,"Bulbul, african red-eyed",Weekly,0
5738,Magistrate black colobus,Monthly,0
5739,"Rhea, gray",Once,0
5740,Collared peccary,Often,1
5741,Eleven-banded armadillo (unidentified),Seldom,1
5742,Gelada baboon,Never,0
5743,"Armadillo, seven-banded",Once,0
5744,"Iguana, land",Once,0
5745,Ornate rock dragon,Weekly,1
5746,Gray duiker,Daily,1
5747,Feathertail glider,Monthly,0
5748,Downy woodpecker,Daily,1
5749,Butterfly (unidentified),Yearly,0
5750,"Gull, swallow-tail",Seldom,0
5751,Sambar,Monthly,0
5752,"Cat, african wild",Daily,0
5753,Asian water buffalo,Weekly,1
5754,"Goose, cereopsis",Yearly,1
5755,Bengal vulture,Once,1
5756,Indian red admiral,Often,0
5757,Long-billed corella,Often,0
5758,Weeper capuchin,Often,1
5759,"Cormorant, flightless",Never,1
5760,"Macaw, scarlet",Daily,1
5761,"Penguin, fairy",Yearly,0
5762,"Wombat, southern hairy-nosed",Once,0
